,title,summary
29,제주1100 고지습지,"1100 고지는 제주시와 서귀포시 중문동을 잇는 1100 도로의 가장 높은 곳에 위치해 있으며 우리나라에서 가장 높은 곳에 위치한 국도로 유명했던 곳이다. 한라산의 아름다운 모습을 쉽게 감상할 수 있어 관광객들이 즐겨 찾는 곳이기도 하다. 1100 도로에 인접한 1100 습지탐방로를 한 바퀴 돌며 습지생태계를 관찰할 수 있으며 맑은 공기를 마음껏 마실 수 있다. 더불어 시시각각으로 변하는 한라산의 날씨를 체험하기에도 좋은 곳이다.

* 문의 : 064-740-6000
* 관련 홈페이지 : <a href=""http://www.knps.or.kr/"" target=""_blank"" title=""새창 : 경복궁 홈페이지로 이동"">http://www.knps.or.kr/</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인화장실 있음(남녀구분)
- 주차시설 : 있음"
30,변산반도 국립공원,"변산반도는 1988년 우리나라 19번째 국립공원으로 지정되었으며 면적은 153.934㎢이다.  변산반도는 산악지역인 내변산과 해안가를 중심으로 하는 외변산으로 나눌 수 있다. 내변산은 백악기에 분출된 유문암 등의 화산암류로 이루어졌으며, 구릉지는 중생대 쥐라기의 화강암에서 발달한 지형이다. 외변산은 주로 해안가를 일컫는데 격포의 채석강과 적벽강이 대표적이다. 백암기 말 화산분출함이 강하게 수중에 퇴적·암석화 한 후에 해식을 받아서 층리가 잘 관찰되며, 우리나라에서 가장 해가 늦게 지는 곳으로 낙조가 매우 아름답다.<br>

* 문의 : 063-582-7808
* 휴무일 : 연중무휴
* 관련 홈페이지 : <a href=""http://byeonsan.knps.or.kr/"" target=""_blank"" title=""새창 : 변산반도 국립공원 홈페이지로 이동"">http://byeonsan.knps.or.kr/</a>

◎이용안내
- 이용요금 : 시설 이용료 상이, 홈페이지 참조
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분) 
- 주차시설 : 일반 60여 대 주차 가능"
31,한라산국립공원,"한라산은 해발 1,950m로 남한에서 가장 높다. 신생대 제4기의 젊은 화산섬인 한라산은 2만 5천 년 전까지 화산분화 활동을 하였으며, 한라산 주변에는 기생화산인 오름이 368개 분포되어 있다. 한라산은 북태평양의 고도에 솟아 있는 지리적 요인과 해발고도에 따른 영향으로 온대에서 한대 기후대까지 식물의 수직분포를 보여 1,800여 종의 식물과 4,000여 종의 동물이 서식하는 생태계의 보고가 되었다. 1966년 천연기념물, 1970년 국립공원 지정, 2002년 유네스코 생물권보전지역 지정, 2007년 ‘제주 화산섬과 용암동굴’로 우리나라 최초의 유네스코 세계자연유산 등재, 2010년 세계지질공원 인증에 이어 2014년 재인증받는 등 국내를 넘어 세계 속에서 그 가치를 인정받고 있다.

우리나라 3대 영산 중 하나인 한라산은 총 5개 코스로 이루어져 있으며 한라산이 품고 있는 비경으로는 설산의 백록담, 왕관릉의 위엄, 태고의 신비를 간직한 폭포 등 무궁무진하다. 한라산국립공원에서는 ‘탐라계곡에서 들려주는 한라산 이야기’, ‘화산 지역의 특징과 숲 이야기’ 등 자연 해설 체험 탐방 프로그램을 운영하고 있다. 한라산 외에도 인근 성산일출봉, 거문오름 등은 그 자체만으로도 하나의 거대한 자연사 박물관이다.

* 문의 : 한라산국립공원관리소
* 지정현황 : 한라산천연보호구역(천연기념물), 한라산백록담(명승) 등
* 관련 홈페이지 : <a href=""https://www.jeju.go.kr/hallasan/index.htm""target=""_blank"" title=""새창: 한라산국립공원 홈페이지로 이동"">https://www.jeju.go.kr/hallasan/index.htm</a>

◎ 이용안내
- 이용요금 : 없음
- 화장실 : 있음
- 주차시설 : 경차 1,000원, 승용차 1,800원, 소형버스 3,000원, 중·대형버스 3,700원"
32,"강화도 남단(여차리, 선두리 해안)","규모가 약 3억 4,800만㎡에 이르는 강화도 갯벌은 세계 5대 갯벌 중 하나이자 우리나라 최대 규모의 연안 습지다. 강화도 갯벌은 한강에서 흘러들어 오는 각종 오염물질을 자연 정화시켜 바다로 내보내는 자연 자정 능력이 매우 뛰어난 곳이다. 이뿐 아니라 다양한 해양생물이 서식하고 있는 해양생태계의 보물창고다. 철새 도래지로서 쇠기러기와 큰 기러기, 각종 도요새 무리를 비롯해 천연기념물인 노랑부리백로, 저어새 등 다양한 종류의 철새가 관찰된다. 세계적으로 우수한 갯벌의 보존과 저어새 등 철새들의 서식환경 보호를 위해 ‘강화갯벌 및 저어새번식지’를 2000년 천연기념물로 지정하여 보호하고 있다.
강화도는 자연과 역사가 공존하는 곳이다. 보물인 전등사 대웅전을 비롯해 사적인 초지진, 강화산성, 고려궁지, 덕진진과 인천광역시 기념물인 내가 오상리 고인돌, 정족산성진지 등 많은 유적이 있다. 주변엔 교동도·석모도·볼음도 등 크고 작은 섬이 있어 유적 탐방과 함께 관광도 할 수 있다. 

* 문의 : 032-934-7500
* 휴무일 : 연중무휴
* 지정현황 : 강화갯벌 및 저어새번식지(천연기념물) 
* 관련 홈페이지 : <a href=""https://www.ganghwa.go.kr/open_content/tour"" target=""_blank"" title=""새창:강화군문화관광 홈페이지로 이동"">https://www.ganghwa.go.kr/open_content/tour</a>

◎이용안내
- 이용요금 : 없음
- 화장실 : 없음
- 주차시설 : 있음"
33,보성 벌교 갯벌,"보성 벌교갯벌은 벌교천 하구에 위치한 연안 습지로서 전남 보성군 벌교읍 고흥군·호동리·장양리·영등리·장암리·대포리 일대를 포함하며 면적은 1,030만㎡에 이른다. 벌교갯벌은 멸종위기 야생생물인 흑두루미의 국내 최대 월동지로 갈대숲과 칠면초, 각종 어류 등 다양한 동식물이 서식하고 있다. 천연기념물인 큰고니 등이 찾아와 철새관광지로 생태적 가치를 인정받고 있으며, 꼬막·짱뚱어·모시조개·키조개·낙지·주꾸미·갑오징어·굴 등 다양한 수산물이 서식하는 해양생물의 보고다. 벌교갯벌은 2003년 해양수산부 습지보호지역 제4호로 지정되었고, 2006년 우리나라에서 네 번째로 순천만 갯벌과 함께 람사르 습지에 등록되었다.

보성군 벌교에서는 매년 10월경이면 벌교 꼬막축제가 개최된다. 갯벌 위에서 직접 꼬막을 잡고 맛볼 수 있으며, 노래자랑과 퀴즈대회, 요리 경연대회 등 여러 가지 체험 프로그램을 즐길 수 있다. 근처에는 녹차밭, 세계차나무식물원, 벌교 홍교, 율포관광단지, 용추계곡, 비봉 공룡알 화석지, 태백산맥문학관 등이 있어 함께 둘러보기 좋다.


* 문의 : 061-850-5200
* 휴무일 : 연중무휴
* 관련 홈페이지 : <a href=""http://www.boseong.go.kr/tour"" target=""_blank"" title=""새창 : 보성문화관광 홈페이지로 이동"">http://www.boseong.go.kr/tour</a>

◎이용안내
- 이용요금 : 없음
- 화장실 : 있음
- 주차시설 : 있음"
34,성류굴,"성류굴은 울창한 측백나무와 함께 사계절 관광객이 찾는 천연석회암 동굴로서 천연기념물이다. 총길이 472m의 동굴은 종유석과 석순이 끝없이 펼쳐져 있고, 왕피천과 통하고 있는 12개의 광장과 5개의 연못에는 많은 어류가 서식하고 있다. 성류굴이라는 지금의 이름은 임진왜란 때 생겨났다. 임진왜란이 일어나자 굴 앞의 사찰에 있던 불상을 이 굴속에 피난시켰는데, 여기서 ‘성불(聖佛)이 유(留)한 굴’이라고 “성류굴”이라 부르게 된 것이다. 부처님 세 분이 일렬로 서 있는 듯한 삼불상이 특히 유명하다. 임진왜란 때는 인근 주민들이 왜적을 피해 이 성류굴로 피난했는데, 이를 탐지한 왜병들이 동굴입구를 막아 모두 굶어 죽었다 하며, 그 뒤 동굴 곳곳에서 사람의 뼈가 수도 없이 발견되었다는 슬픈 역사가 깃들어 있다.

* 문의 : 054-789-5400
* 이용시간 : 09:00~18:00 (11월~2월 09:00~17:00) / 마감 30분전까지 입굴
* 쉬는 날 : 매주 월요일 / 단, 공휴일인 경우 개관 후 다음날 휴관

◎이용안내
- 입장료 
[개인]
어른 5,000원 / 청소년·군인 3,000원 / 어린이 2,500원 / 노인 1,000원
[단체(30인 이상)]
어른 4,000원 / 청소년·군인 2,500원 / 어린이 2,000원 / 노인 1,000원"
35,운곡 람사르,"운곡람사르습지는 동산지형 저층습지로 그 생태적 가치가 높아 습지보호지역으로 지정되었다. 총 864종의 동식물 생물다양성이 높고, 멸종위기 야생 동•식물 및 희귀종의 생태적 서식지로서도 보전가치가 높다. 이곳은 또한 고창고인돌 유적, 서산산성 등 역사문화자원이 풍부한 유서 깊은 곳으로, 세계문화유산으로 지정된 다양한 고인돌을 접할 수 있는 유일한 곳으로써 생태적 사료의 가치가 살아있는 지역적 보고이다. 자연환경이 잘 보존되어 있고 다양한 생태관광프로그램을 체험할 수 있는 관광지이다.

* 문의 : 063-560-2957
* 관련 홈페이지 : <a href=""http://www.gochang.go.kr/tour"" target=""_blank""   title=""운곡 람사르 홈페이지로 이동"">http://www.gochang.go.kr/tour</a>

◎ 이용안내
- 이용요금 : 무료
- 화장실 : 있음 (남녀구분)
- 장애인 편의시설 : 장애인 화장실 있음 (남녀구분)
- 주차시설 : 일반 30여 대 주차 가능"
36,대송습지,"대부 해솔길과 대송습지라는 천혜의 자원을 갖고 있어 서해의 보물섬이라 불립니다. 특히 대송습지는 서해안 최대의 습지로서, 130여 종의 조류가 서식하는 생태관광의 명소로 떠오르고 있습니다. 대부도는 서해안의 가장 큰 섬으로 남양 쪽에서 바라보면 큰 언덕처럼 보인다 하여 고려시대부터 대부도(大阜島)라 이름이 붙여졌습니다. 섬 모양에 착안해 ‘낙지섬’, ‘연화부수지’라고도 불립니다. 최근 세계 최대 규모 시화호조력발전소 75m 달전망대와 74km 생태길 대부해솔길, 구봉도 낙조전망대, 대부바다향기테마파크 등 다양한 콘텐츠의 여행명소임과 동시에 수도권 최고의 해양생태 관광지로 부각되고 있습니다.<br /><br />* 문의 : 044-201-7328<br />* 관련 홈페이지 : <a href=""http://www.eco-tour.kr""title=""새창: 우리나라생태관광이야기로 이동"" target=""_blank"">http://www.eco-tour.kr</a><br /><br />◎이용안내<br />- 이용요금 : 습지지역 자율 탐방, 어촌체험은 홈페이지 예약 필요<br />- 화장실 : 있음(남녀구분)<br />- 장애인 편의시설 : 장애인주차장 1대 / 장애인화장실 있음(남녀구분)<br />- 주차시설 : 있음<br>"
37,전남 신안 증도 [슬로시티],"담양군 창평, 완도군 청산도와 함께 아시아 최초의 슬로시티가 된 신안군 증도는 국제슬로시티연맹의 재인증을 받는 데도 성공했다. 증도는 국가습지보호지역과 람사르 습지로도 지정된 자연의 보고다. 특히 우리나라 최대 소금 생산지인 태평염전이 약 462만 8100㎡에 걸쳐 광활하게 펼쳐져 있다. 태평염전은 옛날 방식 그대로 천일염을 생산하는데, 파란 하늘과 맞닿은 반짝이는 소금밭이 자연의 비경과 신비롭다. 또 내평염전의 염색 식물원은 사람의 손을 타지 않은 자연 그대로의 식물원이다. 붉은빛이 강렬한 삘기꽃과 붉게 변한 함초, 그리고 주변을 감싼 초록색 풀들이 강렬한 색채대비를 이룬다. 이처럼 원시 생태가 잘 보전된 지역답게 유네스코 생물권보전지역으로도 지정되었다. 증도는 간척지로 생긴 염전과 농지의 조화가 아름다운데 특히 우전해수욕장에서 바라보는 수평선은 장관이다. 바다에 90여 개 무인도가 점점이 떠 있기 때문이다. 한반도 모양의 해송 숲길도 관광객의 발길을 사로잡는다.

증도는 증도대교가 생기면서 연륙도가 되어 찾아가기 편리해졌다. 특히 증도는 60여 년간 바닷속에 잠겨 있던 중국 송·원대 도자기 등 2만 3,024점의 유물이 발굴된 신안해저유물발굴지로 보물섬이라 불리며 세계의 이목이 집중되기도 했다. 이 밖에 갯벌 위를 가로질러 목교로 만들어진 짱뚱어다리, 생명의 터전인 갯벌을 간접 체험할 수 있는 신안갯벌센터, 소금박물관 등의 볼거리가 이색적이다. 특산품으로는 미네랄이 풍부한 천일염, 태양초, 마늘과 김 등이 있는데 청정해역에서 맛보는 생선회는 두고두고 기억날 것이다.


* 문의 : 061-271-7619 
* 휴무일 : 연중무휴
* 지정현황 :  신안 해저유물 매장해역(사적 제274호), 신안증도태평염전(등록문화재) 등
* 관련 홈페이지 : <a href=""http://tour.shinan.go.kr"" target=""_blank"" title=""새창 : 신안군 문화관광 홈페이지로 이동"">http://tour.shinan.go.kr</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음
- 주차시설 : 지역 명소별로 다름"
38,남해나비생태공원,"남해군의 수려한 자연환경에 나비생태공원을 조성하여 자연환경의 중요성을 고취시키고 특색 있는 테마관광지로 육성했다. 남해관광의 자원적, 계절적 한계를 극복하고 군민의 문화지향 욕구에 부응하고자 환경친화적인 생활공간인 나비생태공원을 조성하게 된 것이다. 나비생태공원의 나비생태관은 나비의 모양을 본 딴 거대한 조형물로 이곳에는 제1, 2 전시실, 나비온실, 체험학습장, 표본전시실 등이 구성되어 있으며 실외에는 나비 사육실과 식초식물 재배 하우스 등이 구성되어 있다. 특히 다양한 아이템별로 나비, 곤충을 보다 친숙하고 쉽게 접할 수 있어 방문객들의 많은 사랑을 받고 있다. (출처 : 남해군 여행)

* 문의 : 055-860-3282
* 이용시간 : 하절기(3~10월) 10:00~17:00 / 동절기(11~2월) 10:00~16:00
* 휴무일 : 매주 월요일
* 관련 홈페이지 : <a href=""https://www.namhae.go.kr/tour/00007/00106/00658.web?amode=view&idx=184&category=A0101#?"" target=""_blank"" title=""새창 : 남해문화관광 사이트로 이동"">https://www.namhae.go.kr/tour</a>

◎이용안내
- 이용요금 : 일반 1,000원, 청소년 800원, 어린이 600원
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인화장실 있음(남녀구분) / 장애인주차장 2대
- 주차시설 : 있음"
39,설악산국립공원,"설악산국립공원은 한라산, 지리산에 이어 남한에서 세 번째로 높은 대청봉(1,708m)을 갖고 있다. 강수량과 강설량이 많아 수목이 울창하고 계곡이 깊어 금강초롱 등 총 1,199종의 식물과 원시림이 분포하며 사향노루, 반달곰 같은 희귀동물을 포함해 총 1,590종의 동물이 서식하는 등 천혜의 보고다. 그 가치를 인정받아 1965년 천연보호구역, 1982년 유네스코 생물권보전지역으로 지정되었다. 설악산은 크게 서쪽(인제군)은 내설악, 동쪽은 외설악, 남쪽은 남설악으로 나뉜다. 외설악에는 천불동 계곡과 울산바위 등이 있고, 내설악 쪽엔 백담사와 오세암 등이 있다. 남설악은 오색지구와 한계령 등을 포함하고 있다. 천불동 계곡은 지리산 칠선계곡과 한라산 탐라계곡과 함께 우리나라의 3대 계곡으로 꼽힌다. 설악산은 등산 코스도 다양한데 용대리-백담계곡-수렴동 코스, 십이선녀탕계곡 코스, 장수대-대승령 코스 등이 대표적이다. 백담천 계곡을 따라 오르면 만나는 백담사는 내설악 등산 코스의 첫 관문이며 일제강점기에 한용운이 주거하며 민족해방과 불교 활성화를 구상하던 곳이다. 대승폭포는 내설악 제일의 경승지 중 하나로서 신라의 마지막 임금인 경순왕이 피서지로 삼았던 곳으로 높이가 88m에 이를 만큼 장관이다.<br /><br />* 문의 : 033-636-7700 / 033-801-0900 <br />* 휴무일 : 연중무휴<br />* 지정현황 : 설악산천연보호구역(천연기념물), 인제백담사목조아미타여래좌상 및 복장유물(보물)<br />* 관련 홈페이지 : <a href=""https://www.knps.or.kr/front/portal/visit/visitCourseMain.do?parkId=120400&menuNo=7020093"" target=""_blank"" title=""새창: 홈페이지로 이동"">https://www.knps.or.kr/</a><br /><br />◎이용안내<br />- 이용요금 : 없음<br />- 화장실 : 있음<br />- 주차시설 : 경형 2,000원, 중소형 4,000원~5,000원, 대형 6,000~7,500원"
40,의왕자연학습공원(레솔레파크),"레솔레파크는 전체 80,715㎡ 규모의 안내소와 습지대, 도섭지, 관찰데크 등 각종 생물을 관찰할 수 있도록 꾸며져 있다. 공원 산책로가 있어 도심 속에 쉼터로 자리매김하고 있고, 주변에는 조류생태과학관, 왕송호수, 철도박물관, 의왕레일바이크, 스카이레일, 왕송호수 캠핑장 등 연계하여 체험 가능하다. 5월에는 의왕철도축제, 버스킹, 겨울에는 눈썰매축제가 열린다.

* 문의 : 031-345-3531~4

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음(남녀구분)
- 장애인 편의시설 : 장애인주차장 14대 / 장애인화장실 있음(남녀구분)
- 주차시설 : 있음"
41,물영아리 오름,"오름은 주소가 산지로 되어있어, 내비게이션 검색 시 정확한 위치를 알 수 없거나, 주차장이 따로 없는 곳이 많다. 또한 일부 오름은 사유지로, 출입이 제한되거나 통제되어 있는 곳도 있다. 이에, 오름 방문 시에는 사전에 제주관광정보센터(064-740-6000) 등을 통해 정확한 정보를 확인하고 방문하기 바란다.

제주도에는 항상 물이 마르지 않는 화구호(화산 분화구가 막혀 물이 고여 만들어진 호수)를 가진 오름이 10여 개 있는데, 물영아리오름은 이 중 하나이다. 물영아리오름습지는 제주도에서는 2000년에 최초로 환경부 습지보호지역으로 지정되었다. 2006년 10월 18일에 우리나라에서는 5번째, 제주도에서는 첫 번째로 람사르습지에 등록되었다. 등록면적은 309,000㎡이다.

◎이용안내
- 이용요금 : 탐방로 무료
- 화장실 : 있음(남녀구분)
- 주차시설 : 있음

◎홈페이지 
<a href=""https://www.visitjeju.net/u/62H"" target=""_blank"" title=""새창 : 비짓제주 사이트로 이동"">https://www.visitjeju.net</a>"
42,창녕군 우포늪,"창녕 우포늪은 경상남도 창녕군 이방면에서 유어면, 대합면에 걸쳐 있는 늪지성 호수로 면적이 231만4,049㎡(약 70만 평)에 달하는 국내 최대의 자연 늪이다. 우포·목포·쪽지벌·사지포 등 4개 늪으로 구성된 우포늪은 희귀 동·식물은 물론 갖가지 생물이 서식하는 ‘살아 있는 자연사 박물관’이다. 늪에는 환경부가 멸종위기 야생생물로 지정해 보호하고 있는 가시연꽃 등 340여 종의 식물(우리나라 식물 종류의 약 10%)과 천연기념물인 노랑부리저어새를 비롯해 쇠물닭·청둥오리·기러기 등 62종의 조류, 우리나라에서만 볼 수 있는 어종인 긴몰개·참몰개·돌마자 외에도 붕어·피라미·미꾸라지·송사리·메기·잉어·가물치 등 28종의 어류가 우포늪을 터전으로 공존하며 살아가고 있다.<br>
소벌못, 이지포라고도 부르는 창녕군 우포늪은 약 1억4,000만 년 전에 생성된 것으로 추정된다. 낙동강 하류 지역에 지반이 침강하면서 곳곳에 물이 흘러들어 자연호수가 형성되기 시작했다. 규모는 가로 2.5km, 세로 1.6km이며, 홍수 시 면적이 확대된다. 다양한 생물이 살고 있는 생태계의 보고로 1997년 7월 생태·경관보전지역 지정, 1998년 3월 람사르협약으로 국제보호습지 지정, 1999년 8월 습지보호지역 지정 등 가치를 인정받아 보호·관리되고 있다. 이곳에는 생태교육을 위한 우포늪생태관이 있어 습지에 서식하는 생물들과 습지 이해에 도움을 주는 다양한 전시물을 관람할 수 있다.<br>


* 문의 : 055-530-2121
* 개장일 : 우포늪생태관 09:00~18:00 (17까지 입장)
* 휴무일 : 매주 월요일, 1월 1일
* 지정현황 : 창녕 우포늪 천연보호구역(천연기념물)
* 관련 홈페이지 : <a href=""https://www.cng.go.kr/tour/upo.web""target=""_blank"" title=""새창: 우포늪 생태여행 홈페이지로 이동"">https://www.cng.go.kr/tour</a>

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음
- 주차시설 : 있음, 무료"
43,영종도,"인천광역시 중구에 속하는 영종도는 우리나라에서 일곱 번째로 큰 섬이다. 원래는 제비가 많다 하여 ‘자연도(紫燕島)’라는 이름으로 불렸다. 영종도는 간석지가 발달하여 간조 때면 주위의 운렴도, 용유도와 이어진다. 이처럼 넓은 간석지는 자연생태계 보전에도 유리하게 작용한다. 영종도는 매년 겨울이면 민물도요가 찾아드는 철새 도래지로, 특히 영종도 누남리의 해안은 청다리도요·큰뒷부리도요·중뒷부리도요·재물떼새 등 약 15종의 바닷새가 서식한다. 이곳의 주요 농산물은 고추·딸기·보리·콩·고구마·쌀·마늘 등이며, 염전과 굴, 백합 등의 양식도 이루어지고 있다. 영종도에는 자연생태계를 체계적으로 배우고 싶다면 학생해양탐구학습장을 이용한다. 1984년 개장하여 운영 중으로 바다에 사는 각종 생물과 해양 관련 자연 현상을 관찰할 수 있다. 단체나 학교를 대상으로 인천교육과학연구원(032-880-0755)에서 예약을 받는다. 영종도는 관광지로도 유명세를 얻고 있다. 2001년 동북아 최대 허브 공항인 인천공항의 개항 이후 영종도와 수도권을 연결하는 공항철도가 들어서고 서울에서 김포와 영종도를 잇는 고속도로가 들어섰으며, 2009년 10월에는 송도국제도시와 이어지는 인천대교가 세워지는 등 교통이 편리해지고 볼거리가 풍부해졌기 때문이다. 해변으로는 을왕리해수욕장과 마시안해수욕장, 왕산리해수욕장이 있는데, 이 중 을왕리해수욕장은 아름다운 일몰을 볼 수 있는 곳으로 유명하다.


◎ 홈페이지 주소 : <a href=""http://yeongjong-do.co.kr/"" target=""_blank"" title=""새창 : 영종도 홈페이지로 이동"">http://yeongjong-do.co.kr/</a>"
44,단양고수동굴,"단양 고수동굴은 남한강 상류 충주호반의 단양읍 고수리에 있는 석회동굴이다. 동굴 내부에는 동굴의 수호신으로 모시는 사자바위를 비롯해 종유관, 종유석, 석순, 돌기둥, 유석, 커튼과 베이 컨시트 등 다양한 동굴 생성물이 전 구간에 걸쳐 나타난다. 또한 천연교, 곡석, 석화, 동굴선반, 동굴산호, 동굴 진주와 전 세계적으로 희귀한 아라고나이트 등은 단양 고수동굴에서만 볼 수 있는 특별한 동굴 퇴적물이다. 이 외에도 화석 곤충으로 알려진 고수귀뚜라미붙이를 비롯해 노래기, 딱정벌레, 옆새우, 톡톡이, 진드기, 박쥐 등 희귀하고도 다양한 생물이 서식하고 있다. 석회암 동굴의 종합전시장으로도 손색이 없을 만큼 다양한 동굴 생성물이 가득한 단양 고수동굴은 태고의 신비를 잘 간직한 지하 궁전이라고 할 수 있다.<br>
단양 고수동굴은 약 200만 년 전에 생성된 것으로 추정된다. 1973년 학술조사 당시 동굴 주변으로 뗀석기가 발견되어 이곳이 선사시대 주거지로 이용되었음이 밝혀졌다. 길이 1,395m(개방 940m)에 이르는 이 동굴은 동양에 있는 석회동굴 중에서도 가장 아름답기로 손꼽힌다.<br>


* 문의 : 043-422-3072
* 개장일 : 09:00-17:00
※ 퇴장 1시간 전 입장 마감
* 휴무일 : 연중무휴
* 지정현황 : 단양 고수동굴(천연기념물)
* 관련 홈페이지 : www.gosucave.co.kr

◎이용 안내
- 이용요금 :  개인 - 성인 11,000원 / 청소년 7,000원 / 어린이 5,000원<br>단체 - 성인 10,000원 / 청소년 6,000원 / 어린이 4,000원<br>
- 화장실 : 있음 
- 주차시설 : 승용·승합차 3,000원, 버스 6,000원, 화물차(4ｔ 이하) 2,000원, 화물차(4ｔ 이상) 4,000원, 이륜차 500원"
45,제주도 하도리 숨비소리길(하도리밭담길),"하도리는 제주의 동북쪽에 위치하며 해안가를 중심으로 마을이 형성된 곳으로 푸른 바다와 하얀 백사장, 뛰어난 절경의 해안도로, 수십 종의 철새도래지로 유명한 마을이다. 이곳 마을에는 제주의 농업유산인 밭담이 잘 보존되어 있으며 제주 해녀의 문화와 역사를 알 수 있는 해녀박물관이 위치해 있다. 해녀박물관을 중심으로 제주 해녀의 삶을 느낄 수 있는 밭담길이 조성되어있는데 ‘하도리 밭담길’, ‘숨비소리 길’이다. 해녀들이 물질할 때 참았던 숨을 한번에 내뱉는데 그 소리를 가리켜 숨비소리라고 한다. 또 과거 제주의 해녀들은 물질 외에도 밭일을 겸하며 생활을 유지하였는데, 그 해녀들이 물질과 밭일을 하기위해 지나다녔던 길을 숨비소리길이라고 한다. 해녀박물관을 시작으로 해녀박물관 주변에 있는 불턱(해녀들이 물질하면서 옷을 갈아입거나 쉬던 장소), 신당(신을 모신 곳), 제주도 기념물인 별방진(왜구를 막기 위해 해안에 쌓은 성곽) 등 해녀와 관련된 유산과 제주인의 역사를 알아갈 수 있는 코스로 숨비소리길이 조성되었다. 총 1시간 30분이 소요되며 길을 걸으면서 제주의 풍경속에서 한적하고 여유롭게 과거 제주인과 해녀들의 삶의 애환을 느껴볼 수 있다.

한라산 동쪽 끝 해안가에 위치한 하도리는 매년 겨울이면 철새들이 찾아든다. 해발고도가 약 50m 이하의 낮은 평지로 동쪽으로는 농경지가 있고 북쪽으로는 둑 너머로 푸른 해변이 펼쳐져 있으며, 남쪽으로는 갈대밭이 있어 철새들이 서식하기 좋은 환경을 갖췄다. 이곳을 찾는 대표적인 철새는 천연기념물이자 멸종위기 야생생물인 고니, 노랑부리저어새, 저어새, 참매 등이 있다. 매년 황조롱이, 물수리 등의 맹금류, 청둥오리·원앙·고방오리·넓적부리·쇠오리 등의 오리류, 논병아리류, 가마우지류 등 30여 종의 철새 3,000~5,000마리가 찾아든다.

하도리는 도의여 혹은 알도의여라는 이름으로도 불렸다. 마을 앞바다에 토끼섬이 있어 이 일대를 도의여 혹은 돈의여라고 불렀다는 데서 그 유래를 찾아볼 수 있다. ‘여’는 물속에 잠겨 보이지 않는 바위를 말한다. 하도리 철새도래지의 북쪽 둑 너머로는 하도리해수욕장이 있어 여름이면 많은 피서객이 해수욕을 즐기기 위해 찾아온다. 둑을 축조하며 만들어진 다리는 드라이브 코스로도 좋다.

* 문의 : 064-710-3314
* 휴무일 : 연중무휴

◎이용안내
- 이용요금 : 없음

*해녀박물관 입장시
- 이용요금 : 어른 1,100원, 청소년 500원
- 이용시간 : 해녀박물관 매일 09:00~18:00 (매주 월요일 정기휴무)
- 화장실 : 있음
- 주차시설 : 있음, 무료

*숨비소리길 코스: 해녀박물관-삼신당-면수동 마을회관-팽나무-밭담길-별방진-무두망개- 서동 보시코지불턱-모진다리 불턱-생이덕불턱-서동 성창-면수동 해녀탈의장-갯것할망당-도구리통-해녀박물관"
46,전남 완도 청산도 [슬로시티],"청산도는 완도에서 19.2km 떨어진 다도해 최남단 섬으로 배를 타고 50분 정도 걸린다. 예로부터 공기가 맑고 산과 바다가 푸른 청산도는 청산여수(靑山麗水), 선원도(仙源島) 등 갖고 있는 이름도 많다. 1960년대에 고등어와 삼치가 많이 잡혀 파시(波市)가 열리는 등 어업전진기지 역할을 하기도 했으며, 임권택 감독의 ‘서편제’를 비롯해 다수의 영화와 드라마의 배경이 됐다. 구들장논, 해녀, 돌담장 등 섬 고유의 전통문화가 어우러진 청산도는 2007년 아시아 최초의 슬로시티로 선정된 데 이어 2011년 세계 슬로길 제1호 공식 인증을 거쳐 2013년 재인증됐다. 특히 청산도 구들장논은 2013년 국가중요농업유산 제1호로 지정된 데 이어 2014년 세계중요농업유산에 등재됐다. 

청산도 슬로길은 11개 코스(17길)가 있다. 슬로길을 걷다 보면 바람이 불 때 바위틈에서 범이 우는 소리가 난다 해서 이름 붙인 범바위, 역사성과 지역성을 살려 구현한 향토역사문화전시관, 편지 받고 싶은 달을 선택할 수 있는 12개의 월별 느림 우체통이 있는 느린 걸음 느림 카페, 파시문화거리, 섬갤러리, 포토존 등 이채로운 관광지가 발길을 잡는다. 관광객은 조개공예, 느림 우체통 편지 쓰기, 슬로푸드 등을 체험할 수 있고, 유채꽃이 만발하는 매년 4월이면 ‘느림은 행복이다’라는 주제로 슬로 걷기 축제의 막이 오른다. 


* 문의 : 061-550-5114
* 휴무일 : 연중무휴
* 지정현황 : 청산도 구들장논(세계중요농업유산, 2014.4.1)
* 관련 홈페이지 : http://www.wando.go.kr/tour

◎이용안내
- 이용요금 : 무료
- 화장실 : 있음
- 주차시설 : 지역 명소별로 다름"
